iter	Logloss
442	0.3580201988
443	0.3580018044
444	0.357920726
445	0.357837812
446	0.3576291704
447	0.3576241622
448	0.3575750942
449	0.3575052954
450	0.3573452253
451	0.3572862735
452	0.3571385573
453	0.3570853284
454	0.357002102
455	0.3569316373
456	0.3567182418
457	0.3566998689
458	0.3565819757
459	0.3564082854
460	0.3563846839
461	0.3563133046
462	0.3561720792
463	0.3560136287
464	0.3557063157
465	0.3556113289
466	0.355479528
467	0.3554069014
468	0.3551900898
469	0.3549842647
470	0.3549364312
471	0.3548320692
472	0.3546848348
473	0.3545448869
474	0.3545409553
475	0.3544476731
476	0.3542873085
477	0.3542594318
478	0.3542462217
479	0.3541020757
480	0.3540977122
481	0.3539375868
482	0.3538206902
483	0.3537954622
484	0.353556127
485	0.3535450238
486	0.3533632378
487	0.3533441018
488	0.3533361482
489	0.353181131
490	0.3531198223
491	0.3529516341
492	0.3528965996
493	0.3528334327
494	0.3528334316
495	0.3527912495
496	0.3527879055
497	0.3527266989
498	0.3526646363
499	0.3525558881
500	0.3525558832
501	0.3525139654
502	0.352508226
503	0.3523152806
504	0.3522885597
505	0.3521562388
506	0.3520916366
507	0.3520760879
508	0.3518683007
509	0.3518480306
510	0.3517553757
511	0.3516542532
512	0.3515978304
513	0.3515131192
514	0.3514666851
515	0.3513908378
516	0.3513467587
517	0.3512863459
518	0.3512863429
519	0.3510611633
520	0.3510605258
521	0.3510500402
522	0.3510499302
523	0.3510319627
524	0.3509307105
525	0.3508452556
526	0.3508441263
527	0.3508227757
528	0.3506681838
529	0.3505464053
530	0.350517374
531	0.3503612987
532	0.3503050103
533	0.3501788685
534	0.3501143794
535	0.3500970261
536	0.3499945389
537	0.3499846748
538	0.3499696458
539	0.3497857125
540	0.3496772767
541	0.3495287673
542	0.349371851
543	0.3492041712
544	0.3491923607
545	0.3490919253
546	0.3488653308
547	0.3486564253
548	0.3485368967
549	0.3484522076
550	0.3481461156
551	0.3481166624
552	0.3481036103
553	0.3480680465
554	0.3478907521
555	0.3478689055
556	0.3476930477
557	0.3476058781
558	0.347442144
559	0.347389988
560	0.347335328
561	0.3473271029
562	0.3471849351
563	0.3471750332
564	0.3471023998
565	0.347071594
566	0.3469738246
567	0.3468013642
568	0.3467613147
569	0.3465456395
570	0.346530365
571	0.3463918725
572	0.3463756155
573	0.3463659202
574	0.3462422232
575	0.3461489211
576	0.3460017752
577	0.3459291568
578	0.3457700083
579	0.345752905
580	0.3456397681
581	0.345568883
582	0.3455279573
583	0.3453697087
584	0.345303197
585	0.3451228225
586	0.344907862
587	0.3448549749
588	0.3448447728
589	0.3448316569
590	0.3446742422
591	0.3446175218
592	0.3446142042
593	0.3445919729
594	0.3445798926
595	0.3445608551
596	0.3445287397
597	0.3444458546
598	0.3443322589
599	0.3443322577
600	0.3440901545
601	0.3439366889
602	0.3438563175
603	0.3437428553
604	0.3436738748
605	0.3436272667
606	0.3435980501
607	0.3435038903
608	0.343370513
609	0.3433261007
610	0.3430958505
611	0.3430239035
612	0.3430239028
613	0.3430237879
614	0.3430071952
615	0.3430071949
616	0.3429545246
617	0.342773459
618	0.3427419415
619	0.3426355105
620	0.3426293889
621	0.3426228571
622	0.342538312
623	0.3424109385
624	0.3423191029
625	0.3422892296
626	0.3421652349
627	0.342162739
628	0.3420242827
629	0.3419201549
630	0.3418105645
631	0.3417774256
632	0.3416191051
633	0.3413316344
634	0.3411631426
635	0.3409895744
636	0.3408182736
637	0.34057101
638	0.3404566913
639	0.3403051023
640	0.3402666404
641	0.3401202335
642	0.3400440209
643	0.3400355603
644	0.3400204649
645	0.3398945178
646	0.3398945067
647	0.3397917447
648	0.339791739
649	0.3396901333
650	0.3396736109
651	0.3395971116
652	0.3395482223
653	0.3394582149
654	0.3393912753
655	0.3393912745
656	0.3391817417
657	0.3391312101
658	0.3390887015
659	0.3389124802
660	0.3388238631
661	0.3387687011
662	0.3385994375
663	0.3382165265
664	0.3379658397
665	0.3378947245
666	0.3378227178
667	0.3377177161
668	0.3377094037
669	0.3376478655
670	0.3375343961
671	0.3373378496
672	0.3372726062
673	0.3371364116
674	0.3370186157
675	0.3369692873
676	0.3368454243
677	0.3367276252
678	0.336553955
679	0.3364511594
680	0.3364431686
681	0.3364024403
682	0.3363095539
683	0.336244709
684	0.3361883898
685	0.3361750728
686	0.3360337881
687	0.335939037
688	0.3358304264
689	0.3356757641
690	0.3356738722
691	0.3355777373
692	0.3354609095
693	0.3353612312
694	0.3352567853
695	0.3350145552
696	0.3349191186
697	0.3348708334
698	0.3346939969
699	0.3345629028
700	0.3343971191
701	0.3342803901
702	0.3341925619
703	0.3340666871
704	0.3339676832
705	0.3339590702
706	0.3338157374
707	0.3338138246
708	0.333770518
709	0.3337693825
710	0.3337595217
711	0.3336072244
712	0.3335958386
713	0.3334167271
714	0.3334084756
715	0.3332264277
716	0.3331871707
717	0.3331749652
718	0.3330888549
719	0.3330327233
720	0.3329954867
721	0.3329872736
722	0.3326337544
723	0.3325025471
724	0.3325025451
725	0.3324832722
726	0.3323761394
727	0.3323726246
728	0.3321371135
729	0.3319506492
730	0.3318603232
731	0.3316802925
732	0.331563173
733	0.3313635179
734	0.3311419556
735	0.3310814815
736	0.3308898717
737	0.3307609924
738	0.3306768245
739	0.3304875779
740	0.3304809674
741	0.3303179401
742	0.3302894364
743	0.3302029841
744	0.3301513572
745	0.3300859336
746	0.3298597297
747	0.3297628202
748	0.3297235529
749	0.3296776271
750	0.3294721073
751	0.3294111873
752	0.3294079594
753	0.3293244303
754	0.3291553361
755	0.3290614679
756	0.3289534695
757	0.3289405916
758	0.328927226
759	0.3288619278
760	0.3287427359
761	0.3286542661
762	0.3286363579
763	0.3286191197
764	0.3284352859
765	0.3283862024
766	0.3282195916
767	0.3280349517
768	0.327879985
769	0.3277177641
770	0.3275935344
771	0.3275302061
772	0.3274752553
773	0.3274664157
774	0.3273987406
775	0.3273157905
776	0.3271149427
777	0.3270479423
778	0.326903098
779	0.3267776535
780	0.3265741975
781	0.3264518782
782	0.326450936
783	0.326276235
784	0.3261500968
785	0.3260219843
786	0.3258553349
787	0.3257625621
788	0.3257565629
789	0.3257455632
790	0.3257389463
791	0.325660187
792	0.3255671165
793	0.3255602675
794	0.3253686794
795	0.325169529
796	0.3250847446
797	0.3250226877
798	0.324807181
799	0.3246587237
800	0.3245061972
801	0.3244034124
802	0.3243301841
803	0.3242125672
804	0.3242122676
805	0.3241972954
806	0.3240752733
807	0.3238775398
808	0.3238594295
809	0.3237751159
810	0.3235114626
811	0.3233913568
812	0.3233669632
813	0.3233163063
814	0.3232877223
815	0.3230003263
816	0.3228743063
817	0.322868851
818	0.3228432064
819	0.3227112528
820	0.3226304216
821	0.3226159352
822	0.3225081747
823	0.3224844508
824	0.3223787554
825	0.3223260026
826	0.3222787393
827	0.3219182449
828	0.3218415796
829	0.3216883681
830	0.3215490789
831	0.3214365208
832	0.3214365099
833	0.3213831234
834	0.3211284274
835	0.3209509469
836	0.3207944078
837	0.3206924975
838	0.3206754824
839	0.3205961877
840	0.3205370657
841	0.3204738621
842	0.3203883957
843	0.3203459713
844	0.3202247327
845	0.3200846951
846	0.3199584987
847	0.3198711614
848	0.319843663
849	0.3197102042
850	0.3197040832
851	0.31963449
852	0.3196262384
853	0.3195084324
854	0.3191917875
855	0.3189679241
856	0.3189651042
857	0.3189603976
858	0.3188815179
859	0.3187951904
860	0.3187259634
861	0.3186410059
862	0.3185770775
863	0.3185463425
864	0.3183512395
865	0.3183077484
866	0.3181206194
867	0.3180379568
868	0.3179385002
869	0.3177502645
870	0.3176615798
871	0.3173703139
872	0.3173096455
873	0.3172385936
874	0.3171030887
875	0.3170921224
876	0.3170272871
877	0.3168967963
878	0.3167747219
879	0.3167730767
880	0.3166874444
881	0.3165398401
882	0.3163384968
883	0.3162477858
884	0.3161878385
885	0.3161035244
886	0.3157940526
887	0.3156045603
888	0.3154412074
889	0.3152941946
890	0.3151816296
891	0.3150774495
892	0.315007576
893	0.3148876614
894	0.3148832783
895	0.3148432762
896	0.3145716472
897	0.3145568549
898	0.3143877974
899	0.3142826639
900	0.3140398374
901	0.3139538202
902	0.3138809121
903	0.31379609
904	0.3137532773
905	0.3135195687
906	0.3134271133
907	0.3133424224
908	0.3132168528
909	0.3131490219
910	0.3130925423
911	0.3130884919
912	0.312885951
913	0.3126800438
914	0.312620313
915	0.3125392051
916	0.3125356558
917	0.3124798284
918	0.312214646
919	0.3122107894
920	0.3121808875
921	0.3119233902
922	0.3118689436
923	0.3117578272
924	0.3116577427
925	0.3116053236
926	0.3115505145
927	0.3113956546
928	0.3111951986
929	0.3110581095
930	0.3109687329
931	0.3109152052
932	0.3107601006
933	0.3107083491
934	0.3106314872
935	0.3105580137
936	0.3104716589
937	0.3103922927
938	0.3101044321
939	0.3099696294
940	0.3097803909
941	0.3097225136
942	0.309717261
943	0.3096495072
944	0.3096452188
945	0.3093508409
946	0.3091830173
947	0.3090674161
948	0.3090661099
949	0.3088945138
950	0.3088306205
951	0.3087735567
952	0.30854703
953	0.3083272493
954	0.3082494969
955	0.3081630546
956	0.3081043461
957	0.3079232633
958	0.3078257234
959	0.3077479929
960	0.3076146597
961	0.3075307733
962	0.3073809294
963	0.3072487449
964	0.3071731073
965	0.307036715
966	0.3068331363
967	0.306763266
968	0.306502031
969	0.3064319819
970	0.3063730436
971	0.306165437
972	0.3060331445
973	0.3059909425
974	0.3058011031
975	0.3056062449
976	0.3054742861
977	0.3054083428
978	0.3052102189
979	0.305074131
980	0.305021608
981	0.3050133676
982	0.3049968303
983	0.3048118066
984	0.3046900466
985	0.3045899648
986	0.3045414078
987	0.3043709942
988	0.3042442154
989	0.3042025795
990	0.3038568585
991	0.3037992379
992	0.3037352443
993	0.3035243831
994	0.3035157954
995	0.3033275031
996	0.3032715675
997	0.3031183795
998	0.3030382853
999	0.3028240128
